,RespSex,Q6_1,age_dv,marstat2,religion_dv,workstat2,wimd_2014_quintile
155455,2,2.0,4,1,1.0,1.0,4
155456,2,2.0,6,2,1.0,2.0,5
155458,1,3.0,7,2,1.0,2.0,3
155459,1,2.0,1,2,1.0,1.0,5
155460,2,2.0,2,1,3.0,3.0,5
155461,2,1.0,1,2,1.0,3.0,4
155462,2,2.0,6,2,3.0,2.0,5
155464,1,2.0,4,2,,3.0,3
155465,2,3.0,7,1,1.0,2.0,4
155466,2,1.0,4,1,1.0,1.0,5
155468,2,1.0,5,1,3.0,1.0,4
155469,1,2.0,3,2,3.0,1.0,5
155470,2,2.0,1,2,1.0,1.0,4
155471,1,1.0,2,1,3.0,3.0,4
155473,1,4.0,3,1,3.0,3.0,3
155475,2,1.0,2,1,3.0,3.0,4
155476,1,1.0,5,1,2.0,1.0,5
155479,1,2.0,3,2,1.0,1.0,5
155480,1,2.0,3,2,1.0,1.0,4
155481,2,4.0,7,2,3.0,2.0,3
155483,1,3.0,7,1,1.0,2.0,3
155484,1,2.0,3,2,1.0,3.0,4
155485,1,2.0,4,2,1.0,3.0,4
155486,1,1.0,5,1,1.0,2.0,5
155488,2,2.0,3,1,1.0,1.0,4
155489,1,3.0,6,1,1.0,2.0,3
155490,2,1.0,2,1,1.0,1.0,5
155491,1,3.0,3,2,,1.0,3
155492,1,1.0,5,1,1.0,1.0,4
155493,1,2.0,4,1,3.0,1.0,5
155494,2,2.0,5,1,3.0,1.0,5
155495,2,1.0,5,1,,1.0,5
155496,1,2.0,2,2,3.0,1.0,4
155497,1,1.0,2,2,1.0,1.0,5
155498,1,1.0,2,1,1.0,1.0,5
155499,2,1.0,2,2,1.0,1.0,3
155500,1,2.0,6,1,1.0,2.0,5
155501,1,3.0,6,2,1.0,2.0,4
155502,2,2.0,3,2,3.0,1.0,4
155503,2,1.0,4,2,1.0,1.0,5
155505,1,2.0,4,1,3.0,1.0,4
155506,2,3.0,7,2,1.0,2.0,4
155507,2,2.0,7,2,1.0,2.0,5
155508,1,1.0,3,1,1.0,1.0,5
155509,2,2.0,2,1,1.0,1.0,4
155510,1,1.0,4,1,3.0,1.0,5
155511,1,2.0,1,2,1.0,1.0,5
155512,1,2.0,4,1,1.0,1.0,4
155513,2,3.0,5,1,1.0,1.0,5
155514,1,1.0,2,2,3.0,1.0,5
155515,2,2.0,5,1,1.0,1.0,4
155516,1,2.0,5,2,3.0,1.0,5
155517,2,1.0,2,2,3.0,1.0,4
155518,2,1.0,4,2,1.0,1.0,5
155519,1,4.0,5,2,1.0,3.0,4
155520,2,1.0,1,2,3.0,1.0,5
155522,1,2.0,3,1,3.0,1.0,5
155523,1,2.0,3,2,3.0,1.0,5
155524,2,3.0,5,2,1.0,2.0,3
155526,1,1.0,1,2,3.0,1.0,5
155527,1,2.0,7,1,,2.0,4
155528,1,1.0,3,1,1.0,1.0,5
155529,2,1.0,1,2,1.0,3.0,5
155530,2,1.0,7,2,3.0,2.0,5
155531,2,1.0,1,2,1.0,1.0,5
155532,2,2.0,4,2,1.0,1.0,4
155533,2,3.0,2,2,1.0,3.0,3
155534,1,1.0,3,2,3.0,1.0,4
155535,1,4.0,7,1,1.0,2.0,3
155536,2,3.0,6,1,,2.0,3
155537,1,2.0,5,2,3.0,1.0,5
155538,1,2.0,3,1,1.0,1.0,5
155539,2,1.0,6,2,1.0,1.0,5
155541,1,3.0,6,1,1.0,2.0,3
155542,2,3.0,7,2,1.0,2.0,4
155543,1,2.0,4,2,1.0,1.0,3
155544,2,3.0,4,2,1.0,1.0,4
155546,2,2.0,1,2,3.0,1.0,5
155547,2,2.0,4,2,1.0,1.0,5
155548,2,3.0,5,2,3.0,1.0,5
155549,1,2.0,1,2,1.0,3.0,5
155550,2,3.0,3,1,1.0,1.0,4
155551,2,3.0,7,2,1.0,2.0,4
155552,2,2.0,7,1,1.0,2.0,3
155553,1,1.0,3,1,1.0,1.0,4
155554,1,1.0,1,2,3.0,1.0,5
155555,2,2.0,4,1,3.0,1.0,5
155556,2,1.0,1,2,3.0,3.0,4
155557,2,3.0,7,1,1.0,2.0,4
155558,2,2.0,5,2,,1.0,5
155560,2,3.0,5,2,1.0,3.0,4
155561,2,2.0,2,1,1.0,1.0,3
155562,1,2.0,6,2,,1.0,4
155564,2,1.0,5,2,1.0,2.0,4
155565,1,1.0,4,2,1.0,1.0,5
155567,2,1.0,2,2,3.0,1.0,5
155568,2,4.0,5,2,1.0,2.0,3
155569,1,3.0,5,2,1.0,1.0,4
155570,2,2.0,4,2,,1.0,3
155571,2,2.0,1,2,1.0,1.0,5
155573,2,1.0,4,1,1.0,1.0,5
155574,1,1.0,1,2,3.0,1.0,3
155575,2,1.0,2,2,3.0,1.0,5
155576,1,2.0,5,1,1.0,1.0,5
155577,1,1.0,2,2,1.0,1.0,5
155578,2,2.0,5,2,3.0,1.0,5
155579,2,1.0,1,2,1.0,3.0,4
155580,1,1.0,6,1,1.0,1.0,4
155581,2,1.0,1,2,3.0,1.0,4
155582,2,2.0,4,1,1.0,1.0,4
155584,2,2.0,6,2,1.0,2.0,5
155585,2,2.0,4,1,1.0,1.0,4
155586,1,2.0,5,1,1.0,1.0,5
155587,1,1.0,3,1,2.0,1.0,5
155589,1,1.0,1,2,1.0,1.0,5
155590,1,1.0,4,1,3.0,1.0,5
155592,1,1.0,4,1,1.0,1.0,4
155593,1,1.0,2,2,3.0,1.0,5
155594,2,2.0,3,2,,1.0,5
155595,1,1.0,4,1,1.0,1.0,5
155598,2,1.0,2,1,1.0,1.0,5
155601,2,1.0,1,2,3.0,1.0,5
155602,2,4.0,7,2,1.0,2.0,3
155603,2,1.0,2,2,3.0,1.0,3
155604,2,3.0,7,2,1.0,2.0,4
155605,2,1.0,1,2,1.0,1.0,5
155606,1,3.0,6,1,3.0,1.0,4
155607,1,3.0,7,1,1.0,2.0,3
155608,1,2.0,6,2,1.0,2.0,3
155609,2,2.0,1,2,1.0,1.0,4
155610,1,2.0,5,2,1.0,1.0,3
155613,2,1.0,3,2,3.0,1.0,5
155614,2,2.0,7,2,,3.0,3
155615,1,2.0,5,1,1.0,1.0,4
155616,2,2.0,6,2,1.0,1.0,5
155617,1,2.0,1,2,3.0,3.0,4
155618,2,3.0,2,2,2.0,3.0,3
155619,2,1.0,1,2,1.0,1.0,5
155621,2,2.0,6,1,1.0,2.0,5
155624,2,1.0,2,1,1.0,1.0,5
155625,2,2.0,5,1,1.0,1.0,5
155626,1,3.0,4,1,1.0,1.0,4
155630,1,1.0,4,1,1.0,1.0,4
155631,1,2.0,1,2,1.0,1.0,5
155632,1,2.0,3,1,3.0,1.0,4
155633,1,1.0,2,2,3.0,1.0,5
155634,1,,1,2,,,4
155635,1,3.0,6,2,1.0,2.0,4
155636,1,2.0,6,2,1.0,2.0,4
155637,2,5.0,3,2,3.0,3.0,4
155638,1,2.0,1,2,1.0,3.0,3
155639,2,3.0,6,2,1.0,2.0,4
155641,2,3.0,4,1,3.0,1.0,4
155642,2,2.0,1,2,1.0,3.0,3
155643,1,1.0,5,1,1.0,1.0,5
155644,2,2.0,4,1,1.0,1.0,5
155645,2,1.0,5,1,1.0,2.0,5
155646,2,1.0,6,1,1.0,2.0,5
155647,2,1.0,3,2,3.0,1.0,4
155648,1,1.0,4,1,3.0,1.0,5
155649,1,1.0,3,1,3.0,1.0,4
155651,2,2.0,5,1,1.0,2.0,4
155652,2,1.0,3,2,1.0,3.0,4
155653,1,2.0,5,2,1.0,1.0,5
155654,2,3.0,6,2,1.0,2.0,3
155655,1,1.0,3,2,3.0,1.0,5
155656,1,1.0,6,1,1.0,2.0,5
155657,1,3.0,6,1,3.0,2.0,3
155658,1,2.0,5,2,1.0,1.0,5
155659,2,2.0,6,2,3.0,1.0,4
155660,1,2.0,4,1,1.0,1.0,5
155661,2,5.0,6,1,1.0,2.0,3
155663,2,1.0,5,1,1.0,1.0,5
155664,2,1.0,2,1,1.0,1.0,5
155665,1,4.0,6,1,1.0,2.0,4
155666,2,5.0,6,2,1.0,2.0,3
155667,1,2.0,7,1,1.0,2.0,4
155668,1,2.0,3,1,1.0,1.0,5
155669,1,1.0,1,2,1.0,1.0,5
155670,2,2.0,5,2,1.0,2.0,5
155671,1,2.0,6,1,,1.0,5
155673,2,1.0,1,2,1.0,3.0,4
155674,2,1.0,2,1,3.0,1.0,5
155676,1,2.0,7,2,1.0,2.0,4
155678,2,1.0,3,1,3.0,1.0,5
155679,2,2.0,4,1,3.0,1.0,5
155680,1,1.0,1,2,1.0,1.0,3
155681,1,1.0,6,1,1.0,2.0,5
155682,1,3.0,7,2,,2.0,4
155683,2,2.0,5,1,1.0,2.0,4
155684,1,1.0,5,1,1.0,1.0,5
155685,1,3.0,4,2,,1.0,5
155687,2,2.0,6,1,,2.0,3
155688,2,4.0,5,1,1.0,3.0,3
155689,2,2.0,1,2,,1.0,4
155690,1,5.0,7,1,1.0,1.0,3
155691,1,1.0,4,1,1.0,1.0,5
155692,2,3.0,2,2,1.0,1.0,5
155693,1,3.0,5,1,1.0,1.0,4
155694,1,3.0,6,1,1.0,1.0,4
155695,1,4.0,7,1,1.0,2.0,4
155696,1,3.0,4,1,1.0,1.0,4
155697,2,1.0,2,1,1.0,1.0,5
155698,2,,1,2,,,5
155699,1,2.0,3,1,3.0,3.0,4
155700,1,2.0,5,1,1.0,1.0,5
155701,1,3.0,7,1,1.0,2.0,4
155702,1,2.0,4,1,1.0,1.0,5
155703,2,2.0,6,1,1.0,2.0,4
155704,1,3.0,6,1,1.0,2.0,4
155705,1,1.0,1,2,1.0,3.0,5
155706,2,1.0,5,1,1.0,2.0,5
155707,2,2.0,5,2,,1.0,5
155708,1,4.0,5,1,1.0,3.0,3
155709,1,2.0,3,2,3.0,1.0,4
155710,1,1.0,2,2,1.0,1.0,5
155711,1,2.0,1,2,1.0,1.0,5
155713,1,2.0,1,2,1.0,1.0,4
155714,2,2.0,4,1,3.0,1.0,5
155715,2,1.0,2,2,1.0,1.0,5
155716,2,2.0,4,1,1.0,1.0,5
155717,2,2.0,2,2,3.0,1.0,4
155718,1,2.0,4,1,3.0,1.0,5
155720,2,2.0,4,1,1.0,1.0,5
155721,2,1.0,3,1,1.0,1.0,5
155722,1,1.0,4,1,1.0,1.0,4
155723,2,2.0,2,1,1.0,3.0,5
155725,2,5.0,7,2,1.0,2.0,4
155726,2,3.0,5,1,1.0,2.0,3
155727,1,2.0,3,2,,3.0,4
155728,2,1.0,3,1,1.0,1.0,5
155729,2,1.0,4,2,1.0,1.0,5
155731,1,3.0,7,2,,2.0,4
155733,1,3.0,6,2,1.0,2.0,3
155734,2,4.0,6,1,1.0,2.0,3
155735,2,2.0,5,1,1.0,2.0,3
155737,2,1.0,6,2,,2.0,4
155738,2,5.0,4,2,3.0,1.0,4
155740,1,4.0,5,2,1.0,3.0,4
155742,2,1.0,1,2,,1.0,5
155743,2,2.0,4,1,1.0,3.0,5
155744,2,2.0,4,2,1.0,1.0,4
155745,1,1.0,4,1,1.0,1.0,5
155748,2,4.0,4,1,1.0,3.0,4
155749,2,2.0,5,2,1.0,2.0,5
155750,1,3.0,7,2,1.0,2.0,3
155751,2,3.0,3,2,1.0,3.0,3
155752,2,4.0,6,2,1.0,2.0,4
155753,2,3.0,6,1,1.0,2.0,3
155754,2,3.0,6,1,1.0,2.0,3
155755,1,2.0,7,1,,2.0,4
155756,2,2.0,4,2,1.0,1.0,5
155757,2,1.0,7,1,1.0,2.0,5
155758,1,2.0,4,1,1.0,1.0,4
155760,1,1.0,1,2,3.0,1.0,5
155761,2,4.0,4,1,1.0,3.0,3
155762,2,1.0,1,2,1.0,1.0,3
155763,2,2.0,7,1,1.0,2.0,3
155764,1,1.0,6,1,1.0,2.0,5
155765,1,2.0,5,1,1.0,1.0,5
155766,1,4.0,6,2,1.0,1.0,4
155767,2,1.0,6,1,1.0,1.0,5
155768,2,4.0,4,2,1.0,1.0,4
155769,1,4.0,7,1,1.0,2.0,4
155770,2,4.0,5,1,1.0,1.0,4
155771,2,1.0,1,2,3.0,3.0,3
155772,1,1.0,5,1,1.0,1.0,4
155774,1,2.0,6,1,1.0,1.0,4
155775,2,1.0,4,2,3.0,1.0,4
155776,2,2.0,7,2,,2.0,3
155777,1,1.0,1,2,3.0,1.0,3
155779,2,3.0,6,1,1.0,2.0,3
155780,2,2.0,6,2,1.0,2.0,4
155781,2,4.0,2,2,3.0,3.0,3
155782,1,3.0,7,2,1.0,2.0,3
155783,1,2.0,5,2,3.0,1.0,3
155784,1,1.0,4,1,3.0,1.0,4
155785,2,2.0,3,2,3.0,1.0,5
155786,1,2.0,3,1,1.0,3.0,5
155787,1,3.0,6,1,1.0,2.0,3
155788,1,2.0,5,1,3.0,1.0,5
155789,2,2.0,4,1,1.0,1.0,5
155790,2,3.0,6,2,1.0,1.0,4
155791,2,3.0,3,2,3.0,1.0,5
155792,2,1.0,5,1,1.0,1.0,4
155793,2,3.0,5,2,3.0,3.0,4
155794,2,2.0,2,2,1.0,1.0,5
155795,2,3.0,6,2,1.0,1.0,4
155796,2,2.0,3,1,3.0,1.0,3
155797,2,1.0,4,1,1.0,1.0,5
155798,1,1.0,2,1,1.0,1.0,5
155800,1,1.0,3,2,1.0,3.0,4
155802,2,2.0,2,2,1.0,1.0,5
155803,2,1.0,7,1,1.0,2.0,5
155804,1,,1,2,,,5
155805,1,4.0,5,1,3.0,2.0,3
155806,2,1.0,3,1,1.0,1.0,4
155807,2,2.0,6,1,1.0,2.0,5
155808,1,2.0,2,1,3.0,1.0,5
155809,2,4.0,5,2,3.0,3.0,3
155810,2,1.0,1,2,3.0,3.0,4
155811,1,1.0,1,2,3.0,3.0,3
155813,1,1.0,2,2,3.0,1.0,5
155814,2,2.0,3,1,1.0,1.0,5
155815,2,4.0,4,2,1.0,3.0,4
155818,2,2.0,5,1,1.0,1.0,5
155819,2,2.0,3,1,1.0,1.0,5
155820,2,1.0,1,2,1.0,3.0,5
155821,1,1.0,1,2,,3.0,4
155822,1,1.0,1,2,3.0,3.0,5
155823,1,3.0,6,1,1.0,2.0,3
155825,1,3.0,6,1,1.0,2.0,4
155826,1,4.0,7,2,1.0,2.0,3
155827,2,5.0,2,2,1.0,3.0,3
155828,2,2.0,3,1,1.0,1.0,5
155829,1,2.0,1,2,1.0,3.0,4
155830,2,4.0,6,2,,1.0,4
155831,2,4.0,6,2,3.0,2.0,3
155832,1,4.0,5,2,1.0,3.0,4
155833,1,1.0,1,2,3.0,3.0,5
155834,2,3.0,5,1,1.0,1.0,4
155835,1,2.0,1,2,,3.0,3
155836,2,2.0,1,2,1.0,3.0,3
155837,2,3.0,4,2,1.0,3.0,3
155838,2,3.0,5,2,1.0,3.0,4
155839,1,1.0,4,1,1.0,1.0,5
155840,2,2.0,2,1,1.0,1.0,5
155841,1,2.0,7,2,3.0,3.0,5
155842,2,2.0,2,1,1.0,3.0,4
155843,1,2.0,3,2,3.0,3.0,4
155844,2,2.0,6,2,1.0,2.0,4
155845,1,3.0,5,1,1.0,1.0,4
155846,2,2.0,7,2,1.0,2.0,4
155847,1,1.0,3,2,3.0,1.0,5
155848,1,3.0,6,2,1.0,2.0,3
155849,1,4.0,7,1,1.0,2.0,3
155850,2,2.0,4,2,1.0,1.0,5
155851,1,1.0,6,1,1.0,1.0,4
155854,2,1.0,2,1,3.0,1.0,5
155856,1,1.0,3,1,1.0,3.0,3
155857,2,3.0,4,2,1.0,1.0,4
155858,1,3.0,6,1,1.0,2.0,4
155859,2,2.0,2,2,3.0,3.0,3
155860,2,2.0,3,1,3.0,3.0,4
155861,1,2.0,3,1,3.0,1.0,5
155862,1,3.0,6,1,1.0,2.0,3
155863,1,3.0,6,1,1.0,2.0,4
155864,1,3.0,2,2,3.0,1.0,5
155867,2,1.0,5,1,1.0,1.0,5
155868,2,1.0,3,1,1.0,1.0,5
155869,1,2.0,4,1,1.0,1.0,5
155870,2,1.0,4,1,1.0,1.0,5
155871,1,5.0,6,1,1.0,2.0,4
155872,1,1.0,5,1,1.0,1.0,5
155873,2,1.0,3,1,3.0,3.0,5
155874,2,1.0,1,2,1.0,1.0,5
155875,2,2.0,1,2,3.0,3.0,4
155876,1,1.0,5,2,1.0,1.0,5
155877,2,1.0,2,2,3.0,1.0,5
155878,1,2.0,5,1,,2.0,5
155882,1,2.0,3,2,3.0,1.0,4
155883,2,1.0,2,2,3.0,3.0,3
155884,1,2.0,5,1,1.0,1.0,3
155885,2,1.0,2,2,,1.0,5
155886,2,2.0,4,1,1.0,1.0,5
155887,1,5.0,7,1,1.0,2.0,3
155888,2,1.0,1,2,1.0,1.0,5
155889,2,3.0,7,1,1.0,2.0,4
155891,2,2.0,5,2,1.0,1.0,4
155892,2,2.0,6,1,1.0,1.0,4
155893,1,1.0,5,1,3.0,1.0,5
155894,1,2.0,6,1,1.0,2.0,4
155895,2,1.0,2,1,1.0,1.0,5
155896,2,1.0,4,1,1.0,3.0,4
155897,2,1.0,3,1,1.0,1.0,5
155898,2,4.0,5,1,1.0,3.0,3
155900,1,1.0,1,2,1.0,3.0,4
155902,2,2.0,4,2,3.0,1.0,4
155904,1,2.0,4,1,3.0,1.0,5
155905,1,2.0,5,1,1.0,1.0,4
155906,2,4.0,7,1,3.0,2.0,4
155907,1,1.0,4,2,1.0,1.0,4
155908,2,1.0,2,1,1.0,1.0,5
155910,2,1.0,3,1,,1.0,5
155912,1,2.0,2,2,1.0,1.0,3
155913,2,3.0,6,1,1.0,2.0,3
155914,1,1.0,3,2,3.0,1.0,5
155915,2,1.0,6,1,1.0,1.0,4
155917,1,2.0,4,2,1.0,3.0,4
155918,1,1.0,4,1,1.0,1.0,5
155919,2,1.0,6,2,1.0,2.0,5
155920,1,2.0,7,1,1.0,2.0,4
155921,2,1.0,4,1,1.0,1.0,4
155922,2,1.0,2,2,1.0,3.0,3
155923,1,2.0,4,2,1.0,1.0,5
155924,1,1.0,7,1,1.0,2.0,3
155925,1,4.0,3,1,1.0,3.0,3
155926,2,2.0,4,1,3.0,1.0,3
155927,2,3.0,5,1,1.0,2.0,4
155929,1,3.0,5,1,,1.0,3
155930,1,2.0,2,2,3.0,1.0,5
155932,2,2.0,5,1,1.0,1.0,5
155933,2,1.0,1,2,1.0,1.0,5
155934,1,1.0,3,2,1.0,1.0,4
155935,1,1.0,2,1,1.0,1.0,5
155936,1,2.0,6,1,1.0,1.0,5
155937,2,1.0,1,2,1.0,3.0,5
155939,2,1.0,6,2,1.0,2.0,5
155940,1,2.0,4,1,1.0,1.0,5
155941,1,2.0,4,1,1.0,1.0,4
155943,2,2.0,5,1,1.0,1.0,5
155944,1,2.0,4,1,1.0,1.0,4
155945,1,1.0,3,1,1.0,1.0,5
155946,1,2.0,6,1,1.0,2.0,4
155947,2,1.0,2,1,1.0,1.0,5
155948,1,3.0,6,2,1.0,2.0,3
155949,1,2.0,6,1,1.0,1.0,4
155950,1,1.0,3,2,1.0,1.0,5
155951,2,2.0,6,2,1.0,2.0,5
155952,1,2.0,5,2,1.0,3.0,3
155953,1,1.0,7,2,3.0,2.0,5
155954,2,2.0,4,2,1.0,1.0,5
155955,1,1.0,1,2,1.0,1.0,5
155957,2,2.0,1,2,,1.0,3
155958,2,1.0,1,2,1.0,1.0,5
155959,2,2.0,4,2,1.0,3.0,3
155960,2,2.0,2,2,,1.0,4
155961,2,1.0,2,1,1.0,1.0,4
155962,1,1.0,3,1,2.0,1.0,5
155963,2,2.0,1,2,1.0,1.0,5
155965,1,1.0,2,2,1.0,1.0,5
155966,2,1.0,6,1,1.0,1.0,5
155967,2,2.0,5,1,1.0,2.0,5
155968,2,1.0,4,1,1.0,1.0,5
155969,1,1.0,5,1,3.0,2.0,4
155971,2,2.0,7,2,1.0,2.0,4
155972,1,3.0,6,1,1.0,1.0,4
155973,1,2.0,6,1,1.0,2.0,4
155975,1,4.0,3,2,,3.0,4
155976,2,1.0,3,1,1.0,1.0,5
155979,1,1.0,3,1,1.0,1.0,4
155980,1,1.0,4,1,1.0,1.0,4
155982,2,2.0,5,1,1.0,1.0,5
155983,1,1.0,4,1,1.0,1.0,5
155984,2,1.0,6,1,1.0,2.0,4
155985,1,3.0,6,1,,2.0,4
155986,2,1.0,3,1,1.0,1.0,5
155988,2,2.0,2,2,1.0,1.0,5
155990,1,2.0,2,2,1.0,1.0,5
155991,1,3.0,5,2,1.0,1.0,3
155992,1,1.0,4,1,1.0,1.0,5
155993,1,1.0,4,1,1.0,1.0,5
155994,2,3.0,4,2,1.0,3.0,5
155995,1,2.0,4,1,3.0,3.0,3
155996,2,4.0,5,2,1.0,3.0,3
155997,2,2.0,6,1,1.0,2.0,5
155999,1,1.0,2,2,3.0,1.0,5
156000,2,1.0,5,1,1.0,1.0,4
156001,1,3.0,6,1,1.0,1.0,3
156002,2,1.0,3,1,1.0,1.0,5
156003,1,1.0,2,2,3.0,1.0,3
156004,2,2.0,5,1,1.0,2.0,4
156005,2,2.0,1,2,1.0,3.0,4
156006,1,2.0,7,2,1.0,2.0,4
156007,1,2.0,3,2,3.0,3.0,3
156008,1,1.0,1,2,1.0,3.0,5
156009,1,2.0,4,1,3.0,1.0,4
156010,1,2.0,3,2,3.0,3.0,4
156011,2,4.0,4,2,1.0,3.0,4
156013,2,2.0,1,1,3.0,3.0,4
156014,2,3.0,4,1,1.0,1.0,4
156015,1,2.0,5,1,1.0,1.0,3
156018,1,1.0,1,2,1.0,1.0,4
156019,2,2.0,2,2,3.0,1.0,5
156020,2,2.0,4,1,1.0,1.0,5
156021,2,2.0,4,1,1.0,1.0,4
156022,1,2.0,5,2,1.0,1.0,4
156023,2,1.0,2,2,1.0,1.0,4
156025,2,2.0,7,1,1.0,2.0,4
156026,1,2.0,2,2,1.0,3.0,4
156027,1,1.0,3,1,3.0,1.0,5
156028,2,3.0,4,1,1.0,3.0,3
156029,2,1.0,1,2,1.0,3.0,4
156030,1,1.0,3,1,1.0,1.0,5
156031,1,1.0,2,2,3.0,1.0,5
156032,1,4.0,6,1,3.0,2.0,4
156034,2,3.0,5,1,1.0,1.0,4
156035,1,1.0,1,2,1.0,1.0,5
156036,2,3.0,6,2,1.0,2.0,4
156037,2,2.0,2,2,1.0,1.0,5
156038,2,3.0,6,1,1.0,2.0,4
156039,1,1.0,5,1,1.0,1.0,5
156040,2,3.0,5,1,1.0,3.0,4
156041,2,1.0,5,2,1.0,1.0,5
156042,1,1.0,2,1,1.0,1.0,5
156044,2,2.0,3,1,,1.0,5
156045,2,1.0,3,1,1.0,1.0,5
156046,2,2.0,6,2,1.0,2.0,5
156047,2,2.0,3,1,1.0,1.0,5
156048,2,2.0,4,2,1.0,1.0,4
156049,2,2.0,6,1,1.0,2.0,3
156050,2,2.0,4,2,3.0,1.0,3
156051,2,2.0,6,2,,2.0,3
156052,2,1.0,3,2,3.0,1.0,5
156053,1,3.0,5,1,1.0,1.0,5
156054,1,1.0,4,2,1.0,1.0,5
156055,1,,1,2,,,4
156056,1,1.0,2,1,1.0,1.0,4
156057,2,1.0,4,2,3.0,1.0,5
156058,1,2.0,4,2,3.0,1.0,5
156059,1,1.0,5,1,1.0,1.0,5
156060,2,2.0,5,1,1.0,1.0,5
156061,1,1.0,6,1,1.0,2.0,4
156062,2,2.0,3,2,1.0,1.0,5
156064,1,2.0,6,1,1.0,2.0,5
156065,1,1.0,2,1,3.0,1.0,5
156067,2,2.0,1,2,3.0,3.0,3
156068,1,2.0,2,2,3.0,1.0,5
156069,1,1.0,6,1,1.0,1.0,4
156070,1,4.0,3,2,1.0,3.0,4
156071,1,1.0,1,2,3.0,1.0,4
156072,2,3.0,2,2,3.0,3.0,4
156073,1,3.0,6,1,1.0,2.0,3
156075,2,1.0,1,2,3.0,1.0,4
156076,2,3.0,6,2,1.0,2.0,4
156077,1,2.0,4,1,1.0,1.0,5
156078,2,2.0,6,1,1.0,2.0,4
156079,1,2.0,4,2,3.0,1.0,5
156080,2,3.0,6,1,1.0,2.0,3
156081,1,1.0,1,2,1.0,1.0,5
156082,1,2.0,5,1,1.0,1.0,4
156083,1,2.0,3,2,3.0,1.0,5
156084,2,1.0,2,2,1.0,1.0,5
156085,1,2.0,5,1,1.0,1.0,5
156086,2,2.0,1,2,3.0,1.0,5
156087,2,1.0,2,2,3.0,1.0,5
156088,1,1.0,4,1,1.0,1.0,5
156089,2,2.0,1,2,1.0,1.0,4
156090,1,1.0,3,1,1.0,1.0,4
156092,2,1.0,3,2,3.0,1.0,5
156093,2,1.0,2,2,3.0,1.0,5
156095,1,2.0,6,1,1.0,2.0,3
156097,1,1.0,2,1,1.0,1.0,5
156098,1,3.0,6,1,1.0,2.0,5
156099,1,2.0,3,1,3.0,1.0,4
156100,1,1.0,3,2,1.0,1.0,5
156101,2,,1,2,,,5
156102,1,3.0,4,2,1.0,1.0,3
156103,2,1.0,4,2,1.0,1.0,5
156106,2,,1,2,,,4
156107,1,2.0,5,1,1.0,1.0,3
156108,2,1.0,4,2,3.0,1.0,5
156109,1,1.0,1,2,3.0,3.0,5
156110,2,1.0,2,2,1.0,1.0,4
156111,1,3.0,6,2,1.0,2.0,4
156112,2,2.0,4,2,1.0,1.0,5
156113,2,2.0,3,1,1.0,1.0,5
156115,1,1.0,2,2,3.0,1.0,5
156116,2,2.0,2,2,1.0,1.0,5
156118,2,3.0,6,1,1.0,2.0,3
156119,1,4.0,5,1,1.0,3.0,4
156120,2,1.0,5,1,1.0,2.0,4
156122,2,2.0,4,1,1.0,1.0,4
156123,2,2.0,4,2,1.0,3.0,5
156125,1,2.0,6,1,1.0,1.0,5
156126,2,2.0,3,2,2.0,1.0,4
156127,1,3.0,4,2,3.0,1.0,4
156128,2,1.0,4,1,1.0,1.0,5
156129,2,2.0,7,2,1.0,2.0,5
156130,1,1.0,4,2,3.0,1.0,5
156131,2,1.0,4,1,,1.0,5
156132,2,1.0,6,1,1.0,2.0,5
156133,1,1.0,3,2,3.0,1.0,4
156134,1,3.0,6,1,1.0,2.0,4
156135,2,2.0,3,2,1.0,1.0,5
156136,1,2.0,3,1,3.0,1.0,5
156137,1,1.0,2,2,3.0,1.0,5
156139,1,2.0,7,2,1.0,2.0,4
156140,2,1.0,1,2,1.0,3.0,5
156141,2,,1,2,,,4
156142,1,1.0,3,2,1.0,1.0,5
156144,2,1.0,1,2,1.0,3.0,5
156145,2,2.0,5,1,1.0,1.0,4
156146,2,2.0,2,2,1.0,1.0,5
156147,1,2.0,6,2,1.0,2.0,5
156148,2,2.0,7,1,1.0,2.0,4
156150,1,1.0,1,2,1.0,1.0,4
156151,1,2.0,3,2,3.0,1.0,4
156152,2,1.0,6,1,1.0,1.0,4
156157,1,1.0,1,2,1.0,1.0,5
156158,1,2.0,4,1,1.0,1.0,5
156159,1,1.0,1,2,1.0,1.0,5
156160,2,2.0,3,1,3.0,1.0,5
156161,1,4.0,6,2,1.0,2.0,3
156162,1,2.0,5,1,1.0,1.0,5
156163,2,2.0,2,2,1.0,3.0,4
156164,1,2.0,6,1,1.0,2.0,5
156165,1,2.0,6,2,1.0,2.0,5
156166,1,1.0,4,1,1.0,1.0,5
156167,1,2.0,3,2,,1.0,5
156168,1,3.0,5,1,3.0,1.0,4
156169,1,2.0,6,1,3.0,2.0,5
156170,2,2.0,3,1,3.0,1.0,5
156171,2,1.0,1,2,1.0,3.0,5
156173,2,2.0,5,1,1.0,1.0,5
156174,2,1.0,1,2,3.0,3.0,5
156175,1,3.0,6,2,1.0,2.0,3
156176,1,2.0,4,2,1.0,1.0,4
156178,1,3.0,4,2,3.0,1.0,4
156179,2,2.0,6,1,1.0,3.0,5
156180,1,1.0,3,2,1.0,1.0,4
156181,2,1.0,5,1,1.0,2.0,5
156182,1,1.0,4,1,1.0,1.0,4
156183,2,1.0,3,2,,1.0,5
